name,flower_lang,info,type
토레니아,가련한 욕망,"꽃색은 보라색과 흰색이 잘 조화를 이루고 있는데, 꽃잎이 꽃말처럼 연약해 보인다. 꽃 모양이 작고 앙증맞아 화분에 심어 아래로 늘어뜨리면 보기 좋다.",일년생 및 영년생의 초화류로써 약 40-50여종이 분포한다. 우리나라에는 없고 열대아프리카나 아시아지역 중 해발 3000m 이상의 고산지대의 숲 속에서 자생한다.
토마토,완성된 아름다움,토마토는 우리가 탐하는 것이 꽃이 아니라 완성된 열매인데다 이 과실들이 잘 익으면 빨갛게 물들어 보기에도 아름답기 때문에 붙여진 꽃말이 아닌가 싶다. 오늘의 꽃은 주제가 관상을 목적으로 하는 꽃 이야기라 관상측면에서 이야기한다.,토마토는 가지과 식물로 남미 서부 고원지대가 원산지이다. 고향에서는 여러해살이풀로 자라지만 온대지역에서는 개량되어 1년생으로 재배된다. 우리나라에는 1614년대에 도입된 것으로 추정되고 있다.
프렌치매리골드,냉혹한 사랑,"매리골드는 늦은 4월부터 적심도 하고 비배관리도 하면서 장마철만 넘기면 초가을까지 꾸준히 꽃을 볼 수 있다. 크게 프렌치매리골드, 아프리칸매리골드가 있으며 최근에는 이 둘을 교배한 3배체매리골드가 나오고 있다.",매리골드는 뉴멕시코에서 북미의 일부지역 및 아르헨티나에 약 20종이 분포되어 있다. 모두 봄에 파종하는 일년초로써 국화과 식물이다. 공작초나 홍황초라고도 하는데 멕시코가 고향인 왜성종이다.
뽕나무,"지혜, 봉사","이런 말이 있다. '방귀뀌어 뽕나무, 칼로베어 피나무, 입맞춘다 쪽나무, 덜덜떠는 사시나무'. 여러 지방에서 전해 내려오는 정겨운 나무타령이다. 그럼 왜 뽕나무는 방귀뀌는 나무가 되었을까. 뽕나무의 열매(오디)는 맛이 좋은데 이 오디를 많이 먹으면 방귀를 뽕뽕 뀌게 된다. 이 때문에 조상들이 뽕나무라 불렀다고 한다.","뽕나무는 뽕나무과에 속하는 관목류이다. 아프리카, 아시아, 북미지역에 약 10종이 자생하는데 직립형인 것과 수양형인 것이 있다. 우리나라에도 산뽕나무, 뽕나무, 쳐진뽕나무 등 10종이 자생하므로 지구상에 분포하는 것은 대부분 자생한다."
과꽃,"믿는 사랑, 추억",올해도 과꽃이 피었습니다∼♪ 라는 동요에 나오는 꽃으로 우리에게 낯익은 식물이다. 하지만 참 귀한 식물로써 세계적으로 한 종 뿐이다.,"국화과에 속하는 한해살이풀로써 세계적으로 아시아 지역에 단 1종이 분포하는 종이다. 우리나라에도 북한의 월전고원, 백두산 등의 고산지대에서 자생하고 있다."
말발도리,애교,초여름 산행 길에 바위에 붙어 하얗게 꽃 피운 것들과 종종 만난다. 말발도리 종류들이다. 말발도리는 꽃이 진뒤 달리는 열매가 말발굽에 끼는 편자처럼 생겼다 하여 붙여진 이름이다. 이름도 당차지만 실제 꽃이 만개했을 때 보면 참 아름답다. 가지가 바람에 날리면 꽃들이 애교를 떠는 듯 사랑스럽다. 말발도리랑 형제뻘 되는 만첩빈도리(꽃이 겹꽃으로 꽃잎이 다닥다닥 붙음)는 가지를 시원스럽게 아래로 늘어뜨려 꽃을 피운다.,"말발도리는 범의귀과에 속하는 낙엽관목이다. 세계적으로 60종이 분포하는데, 히말라야로부터 아시아 동부에 이르기까지 자생하고 있다. 우리나라에는 빈도리, 만첩빈도리, 애기말발도리, 둥근잎말발도리, 말발도리, 물참대, 바위말발도리, 매화말발도리 등 10여 종(변종)이 자생한다. "
쑥부쟁이,평범한 진리,초여름부터 피기 시작하여 가을이 깊어가도록 꽃을 피워대며 향기까지 내 뿜는다. 꽃 핀 가지들을 보면 언뜻 엉성해 보이기도 하지만 꽃잎을 보면 가지런한 것이 그렇게 질서정연할 수가 없다.,"국화과에 속하는 여러해살이 풀이다. 지구상에 약 250종이 있는데 한해살이인 것, 여러해살이인 것, 관목성인 것도 있다. 우리나라에도 10여 종이 있으며, 벌개미취는 우리나라에만 나는 한국특산종이다."
큰금계국,상쾌한 기분,한 여름에 고속도로든 국도든 시골길이든 운전하면서 창가를 보면 길가에 노란 코스모스처럼 무리지어 피어있는 꽃이다. 좀더 색이 진하고 꽃이 큰 루드베키아와 함께 심겨지는 것이 보통이다. 꽃이 피면 항상 하늘을 보며 방긋 웃고 있어서 보는 사람 기분을 상쾌하게 해 준다.,원래 고향은 북아메리카 남부지역에서 중앙아메리카 지역으로 자생지에 80&sim;100종 정도가 분포하고 있다. 금계국과 비슷한 것으로 꽃이 더 큰 큰금계국이 있다.
나팔꽃,"풋사랑, 덧없는 사랑, 기쁨","꽃이 영락없는 나팔처럼 생겨 나팔꽃 모르는 사람은 거의 없다. 나팔꽃은 원래 우리나라가 고향은 아니며 오래전 이땅에 귀화된 식물이다. 꽃이 한 여름에 피며 꽃은 흰색, 진한 자색, 빨간색 등 다양하다. 영어이름처럼 아침에 해가 뜨면서 피는 대표적인 식물이다. 나팔꽃은 만개했을 때 보면 힘차고 기쁨에 차 있지만 꽃말처럼 불과 하루만에 피고지는 사랑이니 풋사랑이고 덧없는 사랑이다.",인도가 고향이다. 메꽃과의 한해살이 풀이다. 비슷한 것으로 둥근잎나팔꽃이 있다.
달맞이꽃,기다림,"꽃은 낮에 햇볕이 있을 때 피는게 보통이지만 달맞이꽃처럼 밤에 피는 꽃(야화?)들도 있다. 달밝은 보름달을 이용해 고향(북아메리카)을 쳐다보려는 것일까, 밤새 꽃을 피우며 도대체 누굴 기다리는 것일까, 꽃말이 참 정겹다. 언제부터인지 모르지만 우리나라에 건너와 이제 우리식물처럼 산이든 들이든 마을 어귀건 전국 어디서든 잘 자라는 대표적인 귀화식물이다. 다른 이름으로 '夜來香', '月見草'라고도 불린다.","바늘꽃과에 속하며 약 125종이 아메리카 대륙에 자생하고 있다. 우리나라에는 달맞이꽃, 낮달맞이꽃, 애기달맞이꽃 등이 재배되거나 마을 주변에 저절로 자란다. "
닭의장풀,시샘,"이름이 특이해 한번 들으면 잘 잊혀지지 않는다. 시골의 닭장근처에서 잘 자라는데다 꽃이 닭벼슬을 닮아 붙여진 이름이다. 달개비, 닭의꼬꼬, 닭의밑씻개, 닭개비, 닭이장풀 등 다양한 이름으로 불린다. 전국 어디서나 좀 습한 곳이면 눈에 띠기 때문에 귀한 대접을 못 받지만 꽃을 들여다보면 참 아름답다. 한 여름에 피는 꽃으로 꽃은 하루밖에 피어있지 못하며 참 가련해 보인다.","대표적인 일년생 풀로써 닭의장풀과에 속하며 전 세계에 100종류가 분포한다. 우리나라에는 키가 좀 작은 좀닭의장풀, 꽃이 흰색인 흰꽃좀닭의장풀이 종종 발견된다."
댑싸리,고백,"사실 꽃이라 부르기엔 꽃은 볼품이 없다. 잎겨드랑이에서 연한 녹색의 작은 꽃들이 이삭모양으로 모여달리기 때문이다. 원래 뜰에 심었던 것이 퍼져나간 것으로 기록되어 있다. 키는 1m정도까지 자라는데, 반듯하게 크며 가지가 많이 갈라지고 윗부분에 털이 있다. 답싸리, 비싸리, 공장이, 대싸리 등의 다른 이름이 있다.","명아주과에 속하는 식물로 중국, 러시아, 몽골, 일본에 나는 온대성 식물로 우리나라에는 2종이 자생한다. 줄기가 곧지 않고 구불구불하게 자라는 갯댑싸리는 강이나 바닷가의 모래땅에 흔히 자란다."
등나무,결속,"한 여름 무더위에 도심에서 그늘을 찾다보면 흔히 등나무로 지붕이 잘 덮인 퍼골라 쉼터를 볼 수 있다. 5-6월에 피는 꽃이 늘어지며 내는 향기도 좋아 바람이라도 산들산들 불면 쉼터로써 그만이다. 새로 길을 낸 산 비탈면에 등나무를 심어 바위를 타고 올라가게 하여 억지로 깎인 지면의 흉터를 덮기도 한다. 등, 참등, 자등 등의 이름이 있다. 덩굴을 자세히 보면 오른쪽으로만 감겨 올라간다. ","등나무는 콩과에 속하는 덩굴성의 낙엽수이다. 중국, 한국, 일본 및 미국에 10종이 강가나 다소 습한 숲에 자생한다. 흰색 꽃이 피는 흰등도 국내에서 흔히 볼 수 있다. "
원추리,"기다리는 마음, 하루만의 아름다움","꽃이 피어 단 하루밖에 가지 않는다는 원추리, 그래서 이름도 Day lily, 하지만 한 포기에서 꽃대와 꽃봉오리가 계속 만들어지므로 포기로 보면 20-30일 정도 꽃을 볼 수 있다. 자생화들이 주변에 많이 쓰이면서 도로변에 많이 심고있는 화종 가운데 하나이다. 그래서 요즘은 자동차로 달리다 보면 어디서든 흔히 볼 수 있다.","백합과에 속하는 다년생 초본식물로 한국, 중국, 일본 등 주로 동아시아에 약 20～30종이 분포한다. 우리나라에는 왕원추리, 각시원추리 등 약 8종이 자생하고 있다. 세계적으로 개량된 원예품종들이 많이 보급되고 있는데 국내에도 식물원을 중심으로 50여 품종 이상 들어와 있다. "
디기탈리스,"열애, 불성실, 화려",긴 종모양의 꽃이 여우장갑처럼 생겼다 하여 foxglove란 영명을 갖고 있다. 초여름 식물원에 가면 반 그늘진 곳에서 길쭉한 키에 주머니 모양의 꽃들을 차례로 매달고 반겨주는 꽃이기도 하다. 꽃잎에 작은 반점들도 있어 특이해 보이며 이 꽃을 별로 좋아하지 않는 사람도 있다. 꽃이 화려하며 열정적으로 피어나 꽃말과 잘 어울리는 듯 싶다. 우리나라 자생종은 아니다. ,"디기탈리스는 지구상에 약 22종이 있는데, 유럽, 아프리카 동북부, 중앙아시아 지역에 주로 분포한다. 현삼과에 속하며 학명에 손가락 모양으로 피는 보라색 꽃이란 의미가 들어있다. 이년생인 것들이 많고 영년생인 것들도 있다. 주요 원산지는 중동지역으로 우리나라에서 기르는 것들은 대부분 개량된 원예품종들이다. 꽃이 보라색인 것들이 많지만 종종 분홍색이나 흰색, 노란색 품종도 있다."
참나리,기개,"하늘나리, 땅나리, 중나리..., 이 땅에 자생하는 여러 나리 중에서 진짜 나리라는 뜻으로 붙여진 참나리, 그래서 그런지 나리 중 생장이 우수하고 기골도 장대하다. 참나리는 키도 크지만 꽃도 크고 아름다워 여름철 정원용으로 매우 우수한 식물이다.","나리류(Lilium 속)는 북반구의 아열대(산간지)부터 아한대에 걸쳐 96종(아시아 59종, 북미 25종, 유럽 12종)이 자생한다. 일본에는 관상가치가 높은 7종을 포함하여 15종이 있고 세계적인 유전자 원산지이기도 하다. 중국, 한국, 시베리아지역에도 관상가치가 높은 것이 많고 화훼로 중요한 나리는 모두 이 지역에 분포한다. 우리나라에는 참나리, 중나리, 하늘나리, 날개하늘나리, 솔나리, 땅나리, 털중나리, 섬말나리, 말나리, 하늘말나리 등 10종이 자생한다."
델피니움,"가벼움, 경솔, 제 마음을 헤아려 주세요.",무더운 한 여름에 꽃을 피우지만 꽃이 푸른색이라 시원함을 느끼게 해주는 꽃이다. 델피니움은 식물원 같은 곳에서 흔히 이용하는 일이년생 초화류다. 개량종이 많이 나오면서 분홍색 등 다양화되고 있다. 델피니움은 우리나라에도 제비고깔 등 6종이 자생하는 것으로 되어있지만 자생지에서는 찾아보기 힘들다.,"델피니움은 미나리아재비과에 속하는 일년생, 이년생, 다년생의 식물이다. 호주와 극지역을 제외하면 산악지대에 흔히 자생한다. 지구상에 약 250종이 분포하며 우리나라에는 제비고깔, 큰제비고깔, 참제비고깔 등 6종이 분포(재배)하고 있으며 절화용으로 많은 품종이 도입되어 농가에서 재배되고 있다."
매발톱꽃,"보라색 버림받은 애인, 흰색 우둔, 적색 염려","자생화 중 매발톱꽃만큼 화단, 공원, 길가에 많이 식재되는 종도 드물다. 그만큼 우리랑 친숙하다. 꽃말을 보면 재미있다. 얼마나 바람끼가 심하면 애인으로부터 버림 받을까?. 이 식물의 수정양식을 보면 그럴만하다. 자기꽃가루보다는 다른 개체의 꽃가루를 훨씬 좋아하기 때문이다. 다 나름대로 전략이 있기야 하겠지만 사람 잣대로 보면 비난받을만 하다.","미나리아재비과에 속하는 다년생 초본류이다. 세계적으로 약 70여 종이 분포하는데, 주로 지구 북반구의 숲이나 산악지역에서 볕이 잘 드는 곳에 난다. 우리나라에도 매발톱꽃, 꽃색이 하늘색인 하늘매발톱꽃, 노란색인 노랑매발톱꽃(백두산 자생) 등 몇 가지가 자생하고 있다. "
하늘매발톱 ,부지런,"꽃말처럼 하늘매발톱꽃은 매발톱꽃 중 꽃을 가장 먼저 피운다. 빠른 것은 4월 하순이면 꽃을 피우기 시작하며 꽃잎은 하늘색을 띤다. 우리나라 정원에 가장 많이 이용한다. 심을 때 암석에 붙여심는 게 자람에 유리하며, 바위에 붙여 심으면 한발이 심할 때도 잘 견딘다.","매발톱꽃은 미나리아재비과에 속하는 다년생 초본류다. 세계적으로 약 70여 종이 분포하는데, 주로 지구 북반구의 숲이나 산악지역에서 볕이 잘 드는 곳에 난다. 우리나라에도 매발톱꽃, 꽃색이 하늘색인 하늘매발톱, 노란 색인 노랑매발톱꽃(백두산 자생) 등 몇 가지가 자생하고 있다. "
목화,"어머니의 사랑, 당신은 기품이 높다.",원래 섬유작물로써 우리나라에서는 솜을 짜기 위해 목포 등 남부지역에서 예전에 흔히 재배했다. 요즘은 학습용이나 관상용 정도로 허브원이나 토종식물 공원(생태원)에 심겨있는 정도다. 목화의 꽃말은 고향에 가면 언제나 푹 느낄수 있는 어머님의 포근한 사랑과 애틋한 마음을 담고 있다.,목화는 아욱과에 속하는 일년초 식물이다. 농촌진흥청에서 90년대초까지 신품종을 육성 보급한 바 있다.
무궁화,"은근, 끈기, 섬세한 아름다움","나라꽃 무궁화다. 꽃색은 순백색인 것부터 단심, 분홍단심, 홍단심 등 다양하며 복색인 것도 있다. 꽃도 단아한 홑꽃부터 겹꽃, 반겹꽃 등 변이도 많다. 여름내내 꽃을 피운다. 사실 여름철 꽃을 관상할 수 있는 화목류로써 무궁화만한 것도 드물다. 꽃 하나는 수명이 짧지만 꽃대가 계속 나와 두세달 꽃이 계속 핀다. 여름이면 길가에 큰 꽃이 피는 부용이나, 미국부용, 하와이무궁화 등이 모두 히비스커스에 속한다.","무궁화를 서양에서는 히비스커스라 하는데 여기에 속하는 식물도 무척 다양하다. 약 200 종 이상이 온대, 열대, 아열대 지역의 강 주변이나 암석 사이에서 집중적으로 분포한다. 안타깝게도 우리나라에는 자생하고 있는지가 명확치 않은 실정이다."
미나리,성의,우리나라 사람들의 식성에 잘 맞아 즐겨먹는 채소다. 데쳐서 나물은 물론 매운탕이나 다른 요리에 넣어 먹으며 아삭아삭한 맛은 자꾸 손이 가게 한다. 식용도 있지만 잎에 무늬가 들어있는 관상용 미나리도 있으며 실내외 수생정원에 잘 어울린다. 꽃이 한 여름에 피는데 흰색으로 모여 핀다. ,"미나리류는 약 30여종이 북반구, 남아프리카, 호주의 습지에 분포한다. 우리나라에는 돌미나리(멧미나리)가 자생하며 습지나 논 등 물가에서 재배되고 있다. 관상용으로 실내정원에 흔히 이용되는 것으로 잎에 무늬가 들어있는 '플라밍고'라는 품종이 있다. "
밀짚꽃,항상 기억하라,보통 꽃잎을 만져보면 다소 축축한 습기를 느낄 수 있다. 하지만 이 밀집꽃은 전혀 습기를 느낄수 없으며 오히려 종이나 밀짚대를 만지듯 바스락 소리가 난다. 그래서 밀짚꽃이나 종이꽃이라는 이름이 붙은 것 같다. 아는 분한테 묘를 얻어다 화단 앞쪽 볕이 잘 드는 곳에 심었는데 아주 잘 자라더니 꽃도 많이 달려 한번씩 만져보곤 한다.,밀짚꽃은 국화과식물로써 원래 Helichrysum bracteatum 종이었으나 종이 다시 속으로 분화되어 Bracteantha bracteata 종으로 재분류되었다. 호주의 초원지에 7종의 일년생 또는 다년생이 분포한다. 식물도 사람과 마찬가지로 자손이 번성하면 새로운 속으로 분류되어 그 종은 계속 번성한다.
만병초,"위엄, 존엄",한 여름이면 백두산 천지 주변에 노랑만병초가 바닥에 착 붙어 지천으로 피어난다. 몇해전 요맘때 가보았으니 지금이 한창일 것 같다. 만병초는 노랑만병초와 달리 키가 4m까지 자란다. 지리산이나 울릉도 성인봉에서 흔히 찾아볼 수 있다.,"Rhododenron속에 속하는 식물은 대가족이다. 지구상에 약 500&amp;amp;sim;900종이 있는데, 유럽, 호주, 북미, 아시아(주로 중국 남동부), 티벳, 버마, 뉴기니아 등 열대부터 온대에 이르기까지 고루 분포한다. 우리나라에는 만병초, 백두산에 나는 노랑만병초, 황산차, 상록성인 꼬리진달래(참꽃나무겨우살이), 제주도와 금강산에 나는 산진달래, 전국 산야에서 가장 흔히 볼 수 있는 &amp;amp;quot;진달래(종류가 많음, 흰진달래, 털진달래, 왕진달래, 반들진달래, 한라산진달래)&amp;amp;quot;, 그 외 흰참꽃, 산철쭉, 참꽃나무(여기서 유래된 털참꽃나무), 철쭉꽃(여기서 유래된 흰참꽃), 좀참꽃 등 18 종이 자생하고 있다. 이처럼 철쭉류도 우리 땅에만 20종 가까이나 자생하고 있음에도 불구하고 현재 이용되고 있는 종들이 대부분 일본에서 개량된 것임을 생각하면 많은 것을 시사해준다. 특히 지금 거의 모든 조경공사에 기본적으로 철쭉류가 들어간다는 것을 생각해보면 하루빨리 개발해야할 우리 식물 중의 하나이다."
술패랭이 ,"무욕, 평정",한 여름 분홍색으로 화려하게 꽃을 피운다. 패랭이꽃은 꽃대도 곧고 포기형태를 잘 나타내지만 술패랭이는 꽃대가 그리 강하지 않아 곧잘 쓰러지곤 한다. 하지만 향기는 술패랭이꽃이 훨씬 좋다.,"어버이날이나 스승의날 많이 쓰이는 카네이션도 석죽과 식물로서 이들의 조상은 패랭이 종류이다. 패랭이류는 전 세계적으로 약 300여종이 분포하고 있는데, 유럽, 우리나라를 포함한 아시아 지역의 낮은 산이나 평지에 널리 분포하고 있다. 우리나라만 하더라도 수염패랭이꽃, 패랭이꽃, 갯패랭이꽃, 난쟁이패랭이꽃, 술패랭이꽃과 키가 작은 왜성술패랭이 등 5종 1변종이 자생하고 있다."
설악초,"환영, 축복",꽃보다는 하얀 무늬가 줄로 들어있는 잎이나 줄기가 관상 포인트다. 늦여름부터 초가을까지 관상할 수 있으며 전체적으로 차분하고 정결한 느낌을 주는 꽃이다.,"대극과에 속하는 식물로 우리나라에도 대극류가 남부지역이나 해안가에 몇종 자생한다. Euphorbia속 식물은 대단히 하부구조가 많은 식물로써 지구상에 2000종 이상 분포하고 있다. 주로 상록 또는 반상록성의 일·이년초이며, 덩굴성, 목본성인 것도 많다. 온대, 아열대, 열대지방을 중심으로 폭넓게 분포하고 있다."
센토레아(수레국화),"행복, 섬세, 유쾌",센토레아는 우리말로 수레국화라고 하는 꽃이다. 꽃이 진한 청색이며 5-6월부터 피기 시작하여 가을까지 계속 핀다. 화단에 심는 경우도 있지만 그리 흔하지 않고 요즘 새로 난 길 경사면 녹화용으로 종자를 뿌릴 때(seed spray) 종종 섞어 뿌린다. 의왕-과천간 자동차전용도로 경사면에서 청색으로 피어있는 것을 볼수 있다.,센토레아는 약 450종이 지중해 연안이나 북아프리카 및 북아시아로 주로 북반구의 건조한 곳이나 암석주변에서 발견된다. 우리나라에 퍼져있는 종은 Centaurea cyanus 종에서 유래된 품종들이 많다.
노랑어리연꽃,수면의 요정,어리연꽃 하면 하얀 꽃잎이 앙증맞게 작으면서도 꽃잎(실은 꽃받침) 끝이 어리어리하게 서릿발 내린 것 같은 모습이 떠오른다. 노랑어리연꽃은 어리연꽃보다 꽃이 두배이상 커서 눈에 잘 띤다. ,"세계 여러나라에 흔히 분포하는 종으로 주로 저수지처럼 물이 있는 고여있는 곳에 20종 정도가 난다. 우리나라에는 꽃이 하얀 어리연꽃, 노랑어리연꽃, 꽃이 아주 작은 좀어리연꽃 3종류가 살고 있다."
수련,당신의 사랑은 알 수 없습니다.,얼마나 잠을 많이 자면 수련이라 했을까. 사람은 잘때 눈꺼풀을 덮지만 꽃들은 잘때 꽃잎을 오므린다. 수련은 개화초기에 흐리거나 해가 지면 꽃을 오므리고 해가 뜨면 꽃잎을 연다. 그래서 수련은 잠자는 연으로 '수'가 '물 水'가 아니라 '잠잘 睡'다. 수련 꽃이 아름다운 걸 보면 역시 미인은 잠꾸러기라는 말이 맞나보다.,"수련의 속명인 Nymphaea는 로마신화 가운데 물의 여신인 Nympha에서 비롯되었다. 원산지는 열대와 온대로써 35-40종이 있으며, 우리나라에도 수련과 애기수련의 2종이 자생한다."
땅채송화,씩씩함,"어느 해 여름인가 제주 우도 바닷가, 학회 때 틈내 들른 해안가 식생탐사길, 바위들 틈 여기저기서 노란 꽃을 피우며 군락 이루고 있는 모습이 떠오른다. 키가 크지 않아 바닥에 깔린 노란 카펫을 연상할 정도로 황홀한 모습이었다. 발에 밟혀도 씩씩하게 다시 잘 자란다.","다육성의 여러해살이 풀이다. 갯채송화, 각시기린초, 제주기린초로도 불린다. 우리나라 남부지역에 주로 자생한다."
싸리,생각,"5월부터 8월하순까지 피는 싸리꽃도 종류가 참 많다. 꽃색도 붉은색, 분홍, 흰색 등 다양하다. 땅비싸리 같이 적은 것은 붉게 피는 꽃도 예쁘지만 5월초부터 나오는 잎 모양이 정결하여 보기좋다. 꽃이나 열매가 콩을 닮은 콩과식물이다. ","싸리류는 우리나라에도 10여종이 자생하고 있는데, 세계적으로 약 120여종이 아시아 동부와 미 대륙의 북부에 분포하고 있다. 속명의 Lespedeza는 원래 미국 플로리다의 주지사였던 Vincente Manual de Cespedes씨의 이름에서 유래된 것인데, 인쇄할 때 성씨의 C를 L로 잘못쳐서 붙여진 이름이라니 참 아이러니한 얘기다."
꽃양귀비,위안,꽃양귀비 하면 먼저 아름다움이 떠오른다. 옛 중국미인에 견줄만큼 꽃이 아름답기 때문일 것이다. 그런데 꽃말을 왜 위안이라 했는지는 알 수 없다. 양귀비는 아편을 추출하는 약용식물로 더 알려져 있지만 화훼용(California poppy로부터 유래된 종류가 많음) 양귀비도 이젠 식물원 같은 곳에서 쉽게 볼 수 있다. 두메양귀비는 백두산에 자생하는데 이제 야생화 농가들이 흔히 재배하여 보급하고 있다.,"세계적으로 약 70종이 분포한다. 일이년생 및 다년생인 것들이 있으나 주로 이년생이다. 유럽 남부와 북부, 아시아 온대지역, 호주 등지의 고산지대 초원에서 자생한다. 꽃색도 흰색, 노랑색, 주황색 등 매우 다양하다. 우리나라에는 양귀비, 개양귀비, 두메양귀비, 흰양귀비 등 4종이 재배 또는 자생하고 있다."
우엉,인격자,"꽃 모양이 특이해 종종 눈길을 끄는 식물이다. 주로 밭에서 뿌리를 식용하기 위해 기르는 채소다. 얼른 보면 꽃이 엉겅퀴를 닮은 것처럼 보이지만 진한 자주빛이 돌며 잎 모양도 전혀 다르다. 한자명은 牛蒡, 越年草이다.","원산지는 지중해 연안으로부터 서부아시아에 이르는 지대로 유럽, 시베리아, 중국동북부에 6종이 분포한다. 우리나라에는 중국에서 들어온 것으로 추정하고 있으며 전국적으로 상당히 재배되고 있다. 품종으로는 뿌리가 길고 굵은 '농야천'과 육질이 좋고 뿌리가 짧은 '사천' 등이 있다."
해오라비난초,꿈에서라도 만나고 싶다.,야생화 작품사진에 가장 많이 등장하는 꽃이 아닌가 싶다. 한 여름 피는 꽃 모양이 영락없는 한 마리의 새를 닮았다. 꽃말처럼 이런 정도의 아름다움이라면 꿈에서라도 만나고 싶다.,"해오라비난초는 난초과에 속하며 지구상에 약 500∼600여종이 분포하는데, 주로 북아메리카, 아프리카, 아시아의 열대나 온대지역 초원에서 자생한다."
토끼풀,"희망이 이뤄짐, 행운","행운을 가져다 준다는 네잎크로버, 잔디밭에서는 골치아픈 존재지만 사람들에게 희망, 행운 등 긍정적인 의미를 주는 식물이다.","크로버는 영명이고 우리말로는 토끼풀이다. 토끼풀류는 우리나라에 붉은토끼풀, 달구지풀, 토끼풀의 세 종류가 있는데, 달구지풀을 빼곤 우리 자생종은 아니고 유럽 원산으로 우리나라에 귀화된 것들이다."
접시꽃,"풍요, 대망","접시꽃 하면 도종환님의 '접시꽃 당신'이 생각난다. 줄기나 잎에 비해 꽃이 아주 크고 활짝핀 모습도 참으로 아름답다. 꽃도 빨간색, 흰색 등 다양하며 시골 길가에서 쉽게 군락을 이루며 자라는 모습을 볼 수 있다.",아욱과에 속하는 식물로 중국 원산이지만 세계적으로 약 12종이 자생하고 있다. 유럽 서부나 중앙 아시아지역의 다소 습한 곳에 흔히 분포한다. 꽃 모양이 여러가지지만 현재 우리 주변에서 흔히 볼수 있는 것은 큰 접시꽃이다.
상사화,"기대, 순결한 사랑","상사화, 잎과 꽃이 만날 수 없으니 서로 생각만 한다는 꽃(想思花)이다. 잎이 완전히 없어진 뒤 꽃이 나오니 이런 이름이 붙었겠지만 사실 야생화 중에는 꽃과 잎이 서로 보지 못하는 것들이 많다. 산수유, 깽깽이풀, 노루귀... 등 이른 봄에 피는 많은 야생화들이 꽃이 지고나서 잎이 본격적으로 나온다.","상사화류는 한, 중, 일에만 나는 동아시아 특산식물이다. 우리나라에는 주로 남부지역에 자생하며 총 11종이 있다. 봄에 잎이 먼저 나오는 춘기출엽형(상사화, 백양꽃)과 가을에 잎이 나오는 추기출엽형(꽃무릇, 개상사화)이 있다."
글록시니아,"아양, 미태",글록시니아는 초여름에 꽃을 보는 분화용 초화류다. 꽃말처럼 아양을 떨어도 밉지않을 만큼 충분히 곱다.,원산지는 열대지방으로 약 40종이 살며 삼바의 고향인 브라질에 많다. 원래는 알뿌리식물인데 지금은 종자로 번식하는 초화류로 개량되어 분화용으로 많이 쓰인다. 잎은 달걀 모양인데 부드러운 털로 덮여 있다.
능소화,"여성, 명예",꽃말을 보면 명예를 소중히 여길 줄 아는 여성분들이 좋아하는 꽃인가 보다. 한 여름에 진한 주황색으로 피는 능소화 만큼 크고 정열적인 꽃도 드문 것 같다.,원래 고향이 중국인데 낙엽성 넝쿨식물이다. 세계적으로 단 두 종만이 중국과 북미지역의 숲 속에서 분포한다.
다알리아,"감사, 우아","꽃이 공처럼 우아하고 아름답다. 꽃색은 빨강, 노랑, 분홍 등 밝은 색이 대부분이다. 꽃 모양은 홑꽃형, 아네모네형, 폼폰형 등 7-8가지가 있어 매우 다양하다. 알뿌리 식물들은 역시 꽃이 참 화려하다.",국화과의 알뿌리식물로 뿌리가 고구마를 닮았다. 원산지인 중미의 고원지역에 20종이 자생하며 원예적으로 개량된 품종은 무수히 많다. 다알리아는 멕시코의 나라꽃이다.
마타리,미인,키도 크지만 군락을 이루며 노랗게 피워대는 모습이 바람이라도 일면 황금물결이 된다. 여름과 가을을 이어주는 꽃이 아닐까 싶다. 정원이나 숲 길가에 심어 관상한다면 중간에 한번 줄기를 잘라주면 꽃피는 기간이 훨씬 길어진다. 왜 마타리라는 이름이 붙었는지 명쾌하게 알려져 있지 않다. 꽃말을 보면 옛날 영화에 나오는 여간첩 마타하리를 연상케 한다.,"마타리과에 속하는 여러해살이 풀이다. 약 15종이 시베리아, 중국, 한국, 일본에서 자생한다. 우리 자생종으로 키가 작은 돌마타리, 금마타리, 뚝갈 등이 있다."
돌가시나무,하얀 미소,바닷가나 산자락 아래 평지에서 여름이면 바닥에 하얗게 깔리면서 피는 꽃이다. 찔레랑 형제간 사이라 꽃 모양이 비슷해 보이지만 자세히 보면 많이 다르다.,"반상록성의 덩굴성으로 장미과에 속한다. 우리나라, 일본, 중국 남부, 대만 등 아열대 지역에 자생한다."
